title,year,movie_id,title_new,country,cast_IDs,cast_names,genres,rating,year_new,type
Sweet Revenge 2,2018,9243894,Sweet Revenge 2,kr,"3673821,10108072,5324619,5702375,9532824,8277204,10624127,7144013,0839293","Seo-hyun Ahn,Min-Hyuk Ji,Song Soo Hyun,Ji-young Kim,Samuel Kim,So-hee Kim,Ji-Hyun Lee,Park Seo-yeon,Ji-ru Sung",Mystery,7.1,2018.0,tv series
Sweet Spy,2005–06,805191,Sweet Spy,kr,"1508878,1327417,1343846,2267503,1065463,1654495,4619289,0453488,1029669,1095815,1688117,1181620,3663953,2470989,3768118,1759101,1049304,2634830,1474184,2156926,2287225","Sang-mi Nam,Ju-hyeon Lee,Seon Yu,Dennis Oh,Bo-sung Kim,Yeon-hong Ahn,Sung Eun,Il-woo Kim,Ju-bong Gi,Bool-am Choi,Ki-yeol Lee,Jun-ho Kim,Ha-Kyun Kim,Jong-jun Jeong,Yong-hee Kim,Jung-Woo Park,Yun Ju-sang,Jeong-hwan Kong,Miles Meili,David Anselmo,Clinton Morgan","Action,Comedy,Crime,Drama,Romance",7.5,2005.0,tv series
Sweet Stranger and Me,2016,6075048,The Man Living in Our House,kr,"1595196,6008762,3050595,10908755,5312975,3609055,3208555,1087637,3718826,7995978,3663953","Soo Ae,Jo Bo-ah,Kim Ji-hoon,Se-Hwi Shin,Lee Soo-hyuk,Kim Young-kwang,Gyo-jin In,Kim Young-ok,Kyung Soon Jung,Lee Kang-Min,Ha-Kyun Kim","Comedy,Drama,Romance",6.7,2016.0,tv series
"Sweet, Savage Family",2015–16,5210290,"Sweet, Savage Family",kr,"6137757,3223787,0432550,0420082,1572247,1255246,3772038,5553041,6483049,1773400,1110374,4730467,1081518,1343846","Min-ah Bang,Min-cheol Choi,Jun-ho Jeong,Su-Won Ji,Dal-hwan Jo,Eung-soo Kim,Ji-min Kim,Kwon Kim,Min Hyuk Lee,Jung-hee Moon,Mi-yeon Oh,Ga-Young Son,Jeong Woong-in,Seon Yu","Comedy,Drama",6.9,2015.0,tv series
Switch,2018,2177461,A Discovery of Witches,gb,"0328828,1954240,0678656,0005094,0853583,1209486,1528026,0263368,4274360,0242026,5680444,4408716,0600439,0193663,5746639,0617009,0878653,1571439,0014773,2189243,1154764,2917590,11018369,5017794,0359430,3433735,6209004,2925526,0094297,5464699,0722631,5441137,1782150,0712628,3816495,6285015,4021273,3643989,3016746,0700856,0107445,2349295,0144187,4885135,10525456,0390236,1050820,3577620,2380918,0793708","Matthew Goode,Teresa Palmer,Valarie Pettiford,Alex Kingston,Owen Teale,Gregg Chilingirian,Aisling Loftus,Trevor Eve,Malin Buska,Lindsay Duncan,Edward Bluemel,Aiysha Hart,Tanya Moodie,Sorcha Cusack,Daniel Ezra,Sophia Myles,Milo Twomey,Trystan Gravelle,Holly Aird,Steven Cree,Louise Brealey,Elarica Johnson,Joshua Blue Pickering,Adelle Leonce,Sheila Hancock,Tom Hughes,David Newman,Greg McHugh,Ken Bones,Leo Ashizawa,Paul Rhys,Julian Kostov,Nila Aalia,Adrian Rawlins,Chloe Dumas,Lois Chimimba,Victoria Yeates,Tomiwa Edun,Michael Lindall,James Purefoy,Paul Brennen,Endy McKay,Elaine Cassidy,Tosh Wanogho-Maud,Gaby French,Mark Holden,Richard Katz,Amy McAllister,Amanda Hale,Sadie Shimmin","Drama,Fantasy,Romance",8.0,2018.0,tv series
Syndrome,2012,5147378,Syndrome,kr,"1626041,5586342,0128345,3049976,3720975,1118621,0453747,1763745,3691431,1085945","Hye-jin Han,Ok-Dam Baek,Jae-Hyun Cho,Eom Hyo-Seob,Ye-won Jang,Sung-ryung Kim,Yu-seok Kim,Keon-hyeong Park,Chang-ui Song,Im Won-hee","Drama,Romance",7.5,2012.0,tv series
Taejo Wang Geon,2000–02,6133646,Taejo Wang Geon,kr,"1104868,1462185,4929209,0432429,0453448,1136736,3663953,1102678,3743224,1116906,1141909,1162408,0793782,7096406,1030525,0947514","Su-jong Choi,Jung-hoon Ahn,Kim Hyung Il,Mi-seon Jeon,Kim Kap-su,Yong-woo Kil,Ha-Kyun Kim,Hye-ri Kim,Sung Kyum Kim,Yeong-cheol Kim,Gye-in Lee,Mi-ji Lee,Goo Shin,Jun Moo Song,Kim Myeong Su,Jung-ah Yum",Drama,8.1,2000.0,tv series
"Take Care of Us, Captain",2012,3019384,"Take Care of Us, Captain",kr,"3316287,1097536,1343846,1950558,4788761,2805228,1856185,1135644,2065777,2571375,1136670,1903390,1450314,1204167,5769643,5769640,5769637,5769638,5540624,5493512,4991844","Ku Hye-Sun,Jin-hee Ji,Seon Yu,Cheon-hee Lee,Clara Lee,Sean Dulake,Seong-Eon Lim,Il-hwa Choi,Ah-Hyeon Lee,Joo-hee Ha,Nam-kil Kang,Hwi-Hyang Lee,Jin-geun Kim,In-seok Seo,Hyung Ki Jo,Saet Byul Lee,Sung Min Joo,Jae Rang Park,Tae Woo Lee,So Won Kal,Samantha Daniel","Comedy,Drama,Romance",7.4,2012.0,tv series
Tale of Fairy,2018,8523030,Mama Fairy and the Woodcutter,kr,"8458517,9174152,6003244,12202880,11044528,10464032,1973031,4376409,1045777,4623624,9891745,1085809,6973278,6491760","Seo Ji-Hoon,Mi-na Kang,Jun Soo Jin,Seo Eun-Sol,Won-Ho Ji,Dae-Kyung Kim,Jung Kyung-ho,Ahn Yeong-mi,Kil-kang Ahn,Moon Chae-Won,Min-Kyu Kim,Du-shim Ko,Hyun-min Yoon,Hwang Young-Hee","Comedy,Fantasy,Romance",5.1,2018.0,tv series
Tale of the Nine Tailed,2020,12879418,Tale of the Nine Tailed,kr,"2089388,6008762,3316961,11136367,0155184,10761722,4811251,1045777,10860732,3049976,9721970,3754545,11965500,3343883,10940036,5903106,6564367,10711075,10215568,4990643,2440234,2726270,3699938,12146455,3813840,3474487,6914446,11874999,12146728,1466288,12546126,12007715,11623234,8006111,11965501,12007716","Lee Dong-Wook,Jo Bo-ah,Kim Bum,Kim Yong Ji,Kim Jung-nan,Hwang Hee,Kim Kang Min,Kil-kang Ahn,Yi-Seo Jung,Eom Hyo-Seob,Soo-jin Kim,Joo Suk-Tae,Park Da-Yeon,Kim Hee-Jung,Si-Yul Jung,Young-kyu Song,Wonhyeong Jang,Lee Joo Won,Kim Tae-Yul,Tae-Ri Lee,Woo Hyeon,Young-Sun Kim,Dong-hyeon Geum,Park Su-Yeon,Bu-jin Ju,Seung-tae Park,Kyoo-hyung Lee,Son Woo-Hyun,Kim Young-Sun,Seonwoo Jae-Deok,Jang Young-hyeon,Lee Ye-Bit,Son Dong-hwa,Choo Ye-jin,Lee Jeong-Min,Jung Ah-Young","Fantasy,Horror,Romance",8.0,2020.0,tv series
"Tamra, the Island",2009,1473708,Tempted Again,kr,"3207873,3743624,3743173,3743487,3744757,3743115,3743759,3726941,1168569,3368932,0453605,0945994,2498552,0126501","Woo Seo,Pierre Deporte,Bon-im Goo,Robert Holley,Joo-ri Jeong,Howon Kim,Jung-sub Lee,Lee Sun-Ho,Yoo Tae-woong,Ju-hwan Lim,Kim Mi-Kyung,Hee-kyung Yang,Kim Yoo-jeong,Woo-min Byeon",Drama,7.7,2009.0,tv series
Tasty Life,2012,2477400,Luxury Lifestyles,,6035183,Rebekah Schwartz,Reality-TV,,2012.0,episode
Taxi Driver,2021,13759970,Taxi Driver,kr,"2043703,4619220,0453440,9083712,5901828,5589490,7561594,10224072,2182458,9660697,2501021,12518040,0498472,1291108,7691851,10546431,7901827,7440020,12482467,5627194,12481212,5526172,7995983,5970380,12169691,12588346,12482468,12497603,12378806,12555484,11240659,11748584,3789249,11748585,11401154,11102011,12037009,12497602,3474487,12497601,10816410,8675635,12497604,12518042,1059153,1494129,11846197,12518164,12615921,7717123","Lee Jehoon,Esom,Eui-sung Kim,Pyo Ye-Jin,Jang Hyuk-jin,Yoo-ram Bae,Ji-Yeon Cha,Lee Ho-Cheol,Seung-mok Yoo,Lee Yoo-Joon,Seok-hyeon Jo,Yu Yeon-Su,Lee Yeong-ae,Hyeon-jin Baek,Jae-Yeong Kim,Heo Jeong-do,Hang-ho Tae,Kim Do-Yeon,Jo In,Ha-seok Jo,Song Duk-Ho,Kang-il Kim,Seo Han-Gyeol,Kwak Min-Gyoo,Da-il Lee,Yang Dong-Tak,Jo Dae-Hee,Choi Hyun-Wook,Kim Dae-Gon,Shim So-Young,Tae-Hyung Lee,Lee Min-Jae,Yeong-mi Jeon,Im Chae-Hyun,Kang-hee Jung,Sung-Rok Ryu,Yeong-in Jeon,Goo Si-Yeon,Seung-tae Park,Park Jun-Mok,Seung-Yeon Lee,Seok-Chan Jeon,Jae-Hak Lee,Ryu Yi-Jae,Jin-hee Park,Hyeon-kyeong Ryu,Yang Hee-Won,Park Jeong-Eon,Jang Hyun-Jin,Shin Mi-young","Action,Crime,Drama,Thriller",8.2,2021.0,tv series
Tazza,2008,3246308,Tazza,kr,"1030267,2075130,2024084,2040526,1049234,0453448,1574579,2954105,2442113,5903104,1058833,3755484,2135094,0014215,2082531","Jang Hyuk,Ye-seul Han,Min-Joon Kim,Seong-Yeon Kang,Son Hyeon-ju,Kim Kap-su,Park Soon Chun,Ji Kyu Im,Oh Jeong-Se,So-jung Lee,Hyeon-shik Lim,Jong-ho Song,Kwon Tae-won,Ahn Nae-sang,Yeo Jin-gu","Action,Drama,Romance",7.8,2008.0,tv series
Team Bulldog: Off-Duty Investigation,2020,12379076,Team Bulldog: Off-duty Investigation,kr,"1028580,8575756,1085678,3786479,6094043,10233393,10791718,11700419,11674926,11102031,8104407,2410400,10506447,3675284,3729673","Tae-Hyun Cha,Sun-Bin Lee,Sang-Hoon Jung,Yoon Kyung-ho,Seung-Hyeon Ji,Chul-Hyung Im,Jin-Hee Jang,Park Jeong-Woo,Tae-San Park,Hyuk-Bum Kwon,Han Ki-Woong,Kim Kwang-gyu,Sung Joon Park,Kwang-eop Son,Byoung-Sook Sung","Action,Crime,Drama",7.5,2020.0,tv series
Tell Me What You Saw,2020,11557904,Tell Me What You Saw,kr,"1030267,3210659,5408115,1422733,9142535,11348770,3674191,1486994,11320778,6934511,2810190,9377778,5769755,5903106,7902018,9665675,10711076,6757582,6994660,3882173","Jang Hyuk,Sooyoung Choi,Seo-Yeon Jin,Seung-su Ryu,Soo-Ho Shin,Hee-Je Yoo,Seong-kwang Ha,Hyun-Sung Jang,Eum Moon Suk,Ji-won Baek,Jin-mo Joo,Ae-sim Kang,Heung-rae Kim,Young-kyu Song,Kim Young-woong,Jong-Seok Yun,Lee Hyun Kyun,Junghwa Bae,Si-won Lee,Hyeon-jong Sin","Mystery,Thriller",7.7,2020.0,tv series
Temperature of Love,2017,7208182,Temperature of Love,kr,"8692190,6008762,3291839,1059413,1439043,9279251,3030006,6034291,1466288,5508950,7995978,1974957,1045939,0014215,5396086,6738265","Yang Se-Jong,Jo Bo-ah,Kim Jae-Wook,Hyeon-jin Seo,Jung Ae-ri,In-ha Cha,Seok-jeong Hwang,Gil Eun Hye,Seonwoo Jae-Deok,Il-Joo Ji,Lee Kang-Min,So-young Kim,Mi-sook Lee,Ahn Nae-sang,Hee-seop Sim,Ji-Hoon Pyo","Comedy,Romance",7.2,2017.0,tv series
Temptation,2014,4312566,Temptation,kr,"0158830,1050125,1085861,2318477","Choi Ji-woo,Lee Jung-Jin,Sang-Woo Kwon,Ha-seon Park",Drama,7.3,2014.0,tv series
Temptation of an Angel,2009,2468308,Temptation of an Angel,kr,"3664406,1045584,2380693,1452474","Soo-bin Bae,Soo-Hyun Hong,Kim Tae Hyun,So-yeon Lee",Drama,7.1,2009.0,tv series
Temptation of Wife,2008–09,2013075,Temptation of Wife,kr,"1511876,0126501,1371115,4639213,1439043,3753098,1687279,1109255,4654206,3483136,1097800,1120337,4654677,2583563","Seo-hee Jang,Woo-min Byeon,Kim Seo-hyeong,Jae-Hwang Lee,Jung Ae-ri,Yeong-in Chae,Jun-yong Choi,Bo-ra Geum,Song Hee-Ah,Yoon-seok Jeong,Dong-hyeon Kim,Yong-geon Kim,Oh Yeong-Sil,Mi-ra Yun",Drama,7.6,2008.0,tv series
Tempted,2018,7923816,Tempted,kr,"7927575,8707282,3209606,7346685,9254923,6844249,0432429,8471312,1371115,4002801","Woo Do-Hwan,Soo-Young Park,Moon Ga-young,Min-Jae Kim,Kim Ah-ra,Jeong Ha-dam,Mi-seon Jeon,Ha-Nee Oh,Kim Seo-hyeong,Sung-Woo Shin","Drama,Mystery,Romance",7.2,2018.0,tv series
Terroir,2008–09,11189244,Terroir,kr,"1626041,4725090,1030523,1343846","Hye-jin Han,Tae-young Ki,Ju-hyuk Kim,Seon Yu","Drama,Romance",,2008.0,tv series
Thank You,2007,1765453,Thank You,,,,,,,
"That Winter, the Wind Blows",2013,2806646,"That Winter, the Wind Blows",kr,"11674777,1251770,1046845,3316961,5813319,0046276,0453705,3746954,0497452,5813320,5813321","Jung-Hyun Han,In-Sung Jo,Song Hye-Kyo,Kim Bum,Eun-ji Jung,Chong-ok Bae,Kim Tae-Woo,Seo Hyo-Rim,Jae Woo Lee,Yoo Gun,Soo-jin Kyung",Drama,7.7,2013.0,tv mini series
The 101st Proposal,2006,9165838,101st Proposal,kr,"1194109,1983241,2557245,1203299,1058833,1280735,3691431","Ran Choi,Su-a Hong,Joong-Moon Lee,Mun-shik Lee,Hyeon-shik Lim,Seon-yeong Park,Chang-ui Song",Romance,,2006.0,tv series
The Accidental Couple,2009,2799100,The Accidental Couple (That Fool),kr,"1058565,2098258","Jung-min Hwang,Kim Ah-jung","Comedy,Drama,Romance",7.7,2009.0,tv series
The Banker,2019,9889042,The Banker,kr,"1012117,1085097,1086926,0453705,9279251,9665725,0453588,11856677,7963683,11596561,0014215,6314118,4286592","Sang-Jung Kim,Shi-ra Chae,Dong-Geun Yoo,Kim Tae-Woo,In-ha Cha,Shin Do-Huyn,Kyu-chul Kim,Kim No-Jin,Ahn Woo-yeon,Ahn Soo-bin,Ahn Nae-sang,Seo Yi-Sook,Kim Young-pil",Drama,7.2,2019.0,tv series
The Beauty Inside,2018,8801708,Beauty Inside,kr,"1059413,2523105,3751716,6220945,4990643,7967853,4702575,1118621,5668344,6008760,11656957,7173699,1786769,3242530,3343883,2288497,6707768,1614353,8899286,1079857,1960271,4258129,1050757","Hyeon-jin Seo,Lee Min-ki,Lee Da-hee,Ahn Jae-Hyun,Tae-Ri Lee,Moon Ji-In,Na Young-hee,Sung-ryung Kim,Jae-yoon Lee,Kim Min-Suk,Woo-Jin Moon,Hwa-young Ryu,Hyuk Choi,Go Gyu-pil,Kim Hee-Jung,Jeong-min Heo,Young-ji Heo,Hye-bin Jeon,Jun Hyun Kim,Yong-nyeo Lee,Mi-ran Ra,Kang So-ra,Ji-won Ye","Drama,Fantasy,Romance",7.5,2018.0,tv series
The Birth of a Family,2012–13,7099688,The Birth of a Family,kr,"2588986,1045682,5247993,3718826,3246679,2164860,1452474,2590448,5719193,7745726,0814171,5083603,0945994,4702575,1865097","Im Chae-moo,Jeong Gyu-Su,Sung Hoon,Kyung Soon Jung,Chae-yeong Lee,Kyu-han Lee,So-yeon Lee,Hee-kyung Moon,Yoon Seo,Kim Seung-Hwan,Byung-ho Son,Kim Jin Woo,Hee-kyung Yang,Na Young-hee,Jang Young-Nam","Drama,Romance",,2012.0,tv series
The Blade and Petal,2013,3091664,The Blade and Petal,kr,"0158768,1593423,1116906,1982607,5948035","Min-su Choi,Tae-woong Eom,Yeong-cheol Kim,Kim Ok-bin,Hye Jung Shin","Drama,Romance",7.1,2013.0,tv series
The Bride of Habaek,2017,6385752,The Bride of Habaek,kr,"7632185,1651494,3368932,6289043,3472327,6811859,0497710,5601908,5900671,6771503,8104413","Nam Joo-Hyuk,Shin Se-Kyung,Ju-hwan Lim,Kyu Sun Park,Krystal Jung,Myoung Gong,Lee Kyung-young,Son Jong-hak,Noo-Ri Bae,Han Sung-yong,Won-Geun Song","Fantasy,Romance",6.9,2017.0,tv series
The Chaser,2012,3032596,The Chaser,kr,"1049234,1679797,1012117,1118621,3245153,1955957,1422733,1120328","Son Hyeon-ju,Shin-yeong Jang,Sang-Jung Kim,Sung-ryung Kim,Jun-hee Ko,Hyo-ju Park,Seung-su Ryu,Kang Shin-il","Action,Crime,Mystery,Thriller",7.7,2012.0,tv series
The City Hall,2009,1819835,City Hall,kr,"1938960,0149226,0160876,1001193","Yun Se-ah,Seung-Won Cha,Sang-mi Choo,Kim Seon-a","Comedy,Drama,Romance",7.7,2009.0,tv series
The Cursed,2020,11841276,The Cursed,kr,"1392076,7616095,1753862,5180933,7901826,1883347,12141029,9242569,3242530,1049968,11416233,9482213,3015817","Ji-won Uhm,Ji-so Jung,Dong-il Sung,Min-soo Jo,Moon-Sung Jung,Min-Jae Kim,Shin-rok Kim,Joong-ok Lee,Go Gyu-pil,Kim In-kwon,Kim Mi-Kyung,Byung Mo Choi,Kwon Yul","Drama,Fantasy,Mystery,Thriller",7.3,2020.0,tv series
The Crowned Clown,2019,9266592,The Crowned Clown,kr,"2082531,1564219,1235292,1040587,5357038,1936372,1865097,9665675,8471312,3786479,10039461,10222920,9108576,7035254","Yeo Jin-gu,Se-yeong Lee,Kim Sang-kyung,Hae-hyo Kwon,Jang Gwang,Hye-Young Jung,Jang Young-Nam,Jong-Seok Yun,Ha-Nee Oh,Yoon Kyung-ho,Soo-Yun Shin,Yoon Ah Seo,Si-Eun Park,Hong Seo-jun","Drama,History,Romance",7.9,2019.0,tv series
The Devil,2007,1820124,The Devil,kr,"1117728,1055621,1593423,1670117,2352559,3743630,2810190,1279940,0496894,1086555,1954704,3769460","Choi Deok-moon,Jung Dong-hwan,Tae-woong Eom,Jeong-su Han,Ju Ji-Hoon,Jae-wan Jo,Jin-mo Joo,Yeong-jae Kim,Bo-Hee Lee,Shin Min-a,Greena Park,Hye-kyeong Yun","Drama,Mystery,Thriller",8.2,2007.0,tv series
The Devil Judge,2021,14169770,The Devil Judge,kr,"1292880,0453609,4917074,5509381,1291108,9180058,7035254,12748878,8675611,1865097,2604920,12771486,0014215,12358149,1947060,11656957,6045794,10463828,11314165,4928488,3797391,6677648,8745163,6057088,12014539,11747329,2403072,12771272,12882542,0421818,12882691,3792955,9374689,12169044,12884517,12748822,11775321,12883478,12748939,4788753,12748910,3754545,12671703,12557763,3786499,3093702,12748799,12463286,12448710,9959347","Seong Ji,Min-Jung Kim,Jinyoung Park,Jae-kyung Kim,Hyeon-jin Baek,Park Gyuyoung,Hong Seo-jun,Jeon Chae-Eun,Seo-Hwan Lee,Jang Young-Nam,Hwa-ryong Lee,Lee So-Young,Ahn Nae-sang,Ki-Taek Lee,Ae-Yeon Jeong,Woo-Jin Moon,Sang-won Seo,Hae-Woon Lee,Kyung-il Kim,Yoon Ye-hee,In-gyeom Jeong,Park Hyoung-soo,Hae-Sung Kwon,Da-kyung Yoon,Moon Dong-Hyeok,In Seo Chun,Sung-jin Nam,Kim Ga-Yoon,Kim Moon-Chan,Eun-pyo Jeong,Cha Yoo-Jin,Kyeong-ok Min,Geon-woo Cha,Park Jin-Soo,Cha Jae-Hyeon,Hong Jeong-Min,Lim Yong-Soon,Hwang Joo-Ho,Shin Kang-Kyun,Song-il Kim,Ju Ah-Yeon,Joo Suk-Tae,Lee Taek-Geun,Lee So-Geum,Lee Yang-hee,Kwang-sik Kim,Moon Yong-Il,Shin Hee-Gook,Yoo-Yong,Chung-gu Jung","Crime,Drama,Mystery",8.4,2021.0,tv series
The Doctors,2016,1211837,Doctor Strange,us,"1212722,0252230,1046097,0938950,0586568,0842770,0836121,0000973,0012078,2333360,2349733,7167836,8508973,3203072,8091879,1347940,0842934,0484541,7539970,0539643,2940429,1506183,1404432,3910752,5080879,0498278,1542545,1288812,0452592,5359185,5285837,5951787,7707203,4756154,5725422,5081416,9615644,1667823,7675707,0171625,8211290,10436791,8775746,7741103,7487608,7303783,2535554,7734457,7575438,4771952,1165110,5589321,3173569,3938581,1346532,7457303,5626018,3329852,7295963,6637340,8074647,5668620,3321690,6577209,5619937,8050148,7635424,1976039,3178950,3491108,6004313,2274343,7269650,6680316,7397103,7463501","Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams,Benedict Wong,Mads Mikkelsen,Tilda Swinton,Michael Stuhlbarg,Benjamin Bratt,Scott Adkins,Zara Phythian,Alaa Safi,Katrina Durden,Topo Wresniwiro,Umit Ulgen,Linda Louise Duan,Mark Anthony Brighton,Meera Syal,Amy Landecker,Adam Pelta-Pauls,Sarah Malin,Eben Young,Kobna Holdbrook-Smith,Elizabeth Healey,Guillaume Faure,Daniel Dow,Stan Lee,Ezra Faroque Khan,Kimberly Van Luin,Pat Kiernan,Alister Albert,Moya Allen,Raj Awasti,Annarie Boor,Dante Briggins,Jill Buchanan,John Capel,Sandra Capel,Alice Chen,Cheryl Chu,Bern Collaço,Gary Davies,Bash Dinsmore,Ryan Dizon,Zachary Dizon,Cameron Edwards,Daniel Eghan,Juani Feliz,Sian Francis,Ulises Galeano,Martavius Gunn,Chris Hemsworth,Leigh Holland,Kevin Hudson,Mo Idriss,Tamika Katon-Donegal,Faith Logan,Tyrone Love,Pezh Maan,Shilpa Maskey,Kei Miura,Sandeep Mohan,Cameron Moon,Shina Shihoko Nagai,Charlie Nevett,Emeson Nwolie,Jag Patel,Dean Ridge,Samantha Russell,Rock Ryan,Michelle Santiago,Nancy Ellen Shore,Tina Simmons,Rachel Emma Slack,Clem So,Fran Targ,Ruolan Zhang","Action,Adventure,Fantasy,Sci-Fi",7.5,2016.0,movie
The Duo,2011,5122716,The Duo,kr,"1194092,3718915,1623740,1059413,1654495,0656759,6314115,4579997,3289419,1559446,1357269,1111679,1252068,1203299,3769596,1960271,1120328,6314118,6079248,1037141,4538336,11347655,3768118,2726270,1045837,1058833,2161516,3724220,4220234,4258553,1030525,3628205,1782965,1066913","Jeong-myeong Cheon,Sang-yoon Lee,Ji-hye Han,Hyeon-jin Seo,Yeon-hong Ahn,Jong-hak Baek,Do-Jin Cha,Jong-hwan Choi,Kim Gi-Bang,In-gi Jeong,Chan Jung,Kyeong-jin Kim,Oh-jung Kwon,Mun-shik Lee,Sul-Ah Lee,Mi-ran Ra,Kang Shin-il,Seo Yi-Sook,Woo-sik Choi,Lee Gi-yeong,Se-Yeon Jin,Kyung-Hyun Jo,Yong-hee Kim,Young-Sun Kim,Hyeong-jin Kong,Hyeon-shik Lim,Hyun-sung Lim,Min-Gyu Park,Lee Sin-Seong,Kim So-Hyun,Kim Myeong Su,Min Sung-wuk,Yong-hyeon Yun,Yu-seon Yun","Action,Drama,History,Romance",6.2,2011.0,tv series
The Eldest,2013–14,2872704,Eldest of None,au,"5645244,5645473,5645098,2271297,0564012,5645447,1949929,5645943,5646013,5646342","Sarah Butler,Andy Gordon,Gabriel Gregory,Joseph Hopkins,Peter McAllum,Isabella Moore,David E. Newham,Lindsay O'Dwyer,Jessie Stapelton,Annaliese Treharne",Family,,2013.0,tv movie
The Emperor: Owner of the Mask,2017,6201920,The Emperor: Owner of the Mask,kr,"1235558,4258553,8556873,4627341,0401135,1059148,7902018,0453693,6134063,0432528,1030525,3780555,1658969,3246679,7890339,1925269,3210216","Yoo Seung-ho,Kim So-Hyun,Hyun-soo Shin,Myung-Soo Kim,Joon-ho Huh,Cheol-min Park,Kim Young-woong,Sun-kyung Kim,So-hee Yoon,Doo-hong Jung,Kim Myeong Su,No-min Jeon,Byeong-cheol Kim,Chae-yeong Lee,Hae-Kyun Jung,Ji-na Choi,Hwang Woo-seul-hye","Drama,History,Romance",7.4,2017.0,tv series
The End of the World,2013,,,,,,,,,
The Family is Coming,2015,5486218,The Family Is Coming,kr,"10076897,3665950,7175731,6836561,7807185,0497630,1903390,5318212,1031875,1106071,7940302,3628633","Seung-hui Hong,Hye-Kyeong Ahn,Hak-Yeon Cha,Hwang Chae-won,Jong-Hoon Choi,Lee Jung-hyun,Hwi-Hyang Lee,Sang-jin Oh,Jun Gyu Park,Won-suk Park,Park So-jin,Jin Yi-Han","Comedy,Drama,Romance",6.5,2015.0,tv series
The Fiery Priest,2019,9674954,The Fiery Priest,kr,"2339825,5470717,2671586,8713326,8471387,9589373,6934511,10432848,10096861,11320778,1559446,10056771,3242530,3787759,1883347,1203299,1055621,4732013,11694654,3797742,3102257,11529266,8119744,1037141,4901856,3882173,11661962,8117846,4306654,7252891,3754497","Nam-gil Kim,Kim Seong-gyoon,Lee Hanee,Sung-woo Jeon,Joon Go,Kim Hyung-mook,Ji-won Baek,Sae-Rok Keum,Ahn Chang-hwan,Eum Moon Suk,In-gi Jeong,Jung Young-joo,Go Gyu-pil,Kim Won-Hae,Min-Jae Kim,Mun-shik Lee,Jung Dong-hwan,Sin Dam-soo,Lee Je-Yeon,Cha Cheong-hwa,Joo-Hee Yoon,Anastasiia Sokolova,Tae-Gyeom Kim,Lee Gi-yeong,Jung Dong-geun,Hyeon-jong Sin,Bae Gi Beom,Yee-Yeon Jung,Hyeok-soo Kwon,Dong-kyu Han,Yeong-beom Lee","Action,Comedy,Crime,Drama",8.2,2019.0,tv series
The Fugitive of Joseon,2013,3528368,The Fugitive of Joseon,kr,"2089388,6286167,1391738,4735633,4890930,3755484,3593038,1572247,3746620,5250251,2579464,3673942,3411948,3836635,2309978,1191894,1165906,0453605,5325806,3079773","Lee Dong-Wook,Yoo Bin Kim,Song Ji-Hyo,Ji-Young Park,Ji-Young Park,Jong-ho Song,Phillip Choi,Dal-hwan Jo,Byeol Kang,Dong-jun Kim,Hyeong-beom Kim,Yoon-Seong Kim,In-beom Ko,Hyun-Sang Kwon,Hee-do Lee,Jae-yong Lee,Won-jong Lee,Kim Mi-Kyung,Yoon Jin Yi,Ki-won Yoon","Drama,History,Thriller",7.8,2013.0,tv series
The Fugitive: Plan B,2010,1807208,The Fugitive: Plan B,kr,"2024644,1050125,1187273,1713653","Daniel Henney,Lee Jung-Jin,Lee Na-Young,Rain","Action,Comedy,Romance,Thriller",7.0,2010.0,tv series
The Game: Towards Zero,2020,11534210,The Game: Towards Zero,kr,"4641488,2165232,3368932,1137616,3704237,11304065,10057929,10060572,7731030,1059154,7344003,1055621,1255001,8058032,8953986,9075728,1884875,9368455,11538654","Taecyeon,Yeon-hee Lee,Ju-hwan Lim,Ji-il Park,Jae-woong Choi,Lee Seung-Woo,Sung-Min Shin,Hye Rin Ryu,Bom Lee,Park Won-Sang,Ji-won Yoon,Jung Dong-hwan,Jang So-yeon,Da-in Choi,Kang-Hoon Kim,Hyun-min Yang,Soo-jung Ye,Woo Jin Kim,Cha Sung-je","Crime,Drama,Fantasy,Mystery,Thriller",7.2,2020.0,tv series
The Gentlemen of Wolgyesu Tailor Shop,2016–17,5987762,Laurel Tree Tailors,kr,"1233195,1464070,0793782,0150925,3754140,3883590,7609312,7553003,6094043,3514551,3718826,1067552,1564219,5204923,8044328,1960271","Dong-geon Lee,Yun-hie Jo,Goo Shin,In-Pyo Cha,Choi Wonyoung,Hyun Woo,Jae-yee Goo,Lee Jeong-eun,Seung-Hyeon Ji,Park Joon-geum,Kyung Soon Jung,Yeong-ae Kim,Se-yeong Lee,Hyun-Kyung Oh,Eun-Seok Park,Mi-ran Ra","Comedy,Drama",7.9,2016.0,tv series
The Ghost Detective,2018,8784636,The Ghost Detective,kr,"3806917,3769206,3738785,3787759,9113439,6844186,9587865","Daniel Choi,Ji-Ah Lee,Eun-bin Park,Kim Won-Hae,Joo-Young Lee,Joo-hee Park,Jae-Kyoon Lee",Mystery,7.1,2018.0,tv series
